id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,pitch_var,weight_var
2Zj4FUsMtu9PMuJsHbGbdv,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63E-06,0.143,0.738,139.945,212333,4,8.962370046,0.034972982
7s0lDK7y3XLmI7tcsRAbW0,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32E-06,0.537,0.567,151.99,186827,4,17.48436543,0.016652115
190jyVPHYjAqEaOGmMzdyk,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27E-05,0.0681,0.534,128.002,227987,4,11.62364817,0.039238597
7hahuQzS2zMEzEBZC9fyy3,0.684,0.291,8,-18.327,1,0.148,0.714,0.000176,0.687,0.34,85.017,330530,4,10.91890351,0.045429643
24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,4,10.97112474,0.080998805
6PUIzlqotEmPuBfjbwYWOB,0.564,0.811,1,-5.734,0,0.0513,0.0153,8.72E-06,0.125,0.114,126.007,214912,4,13.64872483,0.050132636
5L79aNYCTKiZq7vaOElXYj,0.662,0.65,6,-5.981,1,0.0383,0.129,0,0.113,0.481,117.992,209693,4,12.10041395,0.050691741
4rsW3WCZBGwhHfJWuHRwyT,0.607,0.816,0,-6.02,1,0.0306,0.023,1.16E-05,0.136,0.355,121.029,210173,4,13.22886962,0.044471299
6BtmXhTJMM9sBTHeYYASGz,0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.145,0.86,105.009,237987,4,12.02045917,0.034209428
1V6gIisPpYqgFeWbMLI0bA,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210840,4,12.4991128,0.071382539
6qOEjO2IUD7PjtpsXawq0d,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,224920,4,11.52403624,0.130006393
12tUCBq7V9qCF8qGOLpcnu,0.681,0.761,1,-6.217,1,0.0378,0.139,0,0.119,0.427,120.013,229827,4,11.08941885,0.031937821
5FljCWR0cys07PQ9277GTz,0.561,0.836,9,-3.939,1,0.1,0.0525,0,0.136,0.517,127.923,226987,4,13.33647495,0.057330081
6NPVjNh8Jhru9xOmyQigds,0.652,0.757,1,-6.819,1,0.153,0.286,0,0.0886,0.962,159.911,233305,4,7.492863322,0.01594401
5jrdCoLpJSvHHorevXBATy,0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,215672,4,15.71850978,0.041014856
3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,199938,4,10.00279208,0.05210168
6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017,257840,4,13.63142951,0.031662728
6g6A7qNhTfUgOSH7ROOxTD,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,177685,4,10.21588437,0.013135932
6RtPijgfPKROxEzTHNRiDp,0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144.032,224840,4,12.1908496,0.018163852
0ifSeVGUr7py5GggttDhXw,0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91E-06,0.109,0.962,134.064,188754,4,14.91792647,0.020755005
7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83E-06,0.159,0.625,103.009,193920,4,13.08516405,0.025903144
5Db9VIdDsN5yu3Eu7CT0i4,0.479,0.419,0,-6.517,1,0.0389,0.568,0.000217,0.11,0.186,85.014,172724,4,14.19671631,0.060374292
3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,204160,4,14.45144271,0.043466898
3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,214148,4,10.15883727,0.035765553
2wqaekenSQZm7hxQOYt8oE,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13E-06,0.158,0.76,119.939,247520,4,16.34195451,0.023709661
67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4,6.25605072,0.027852871
48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189,4,15.25287906,0.013309154
3G6hD9B2ZHOsgf4WfNu7X1,0.696,0.59,6,-7.428,1,0.0904,0.151,0,0.247,0.462,99.984,193059,4,11.93689019,0.036008997
6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,229400,3,11.26103429,0.394960601
0qcr5FMsEO85NAQjrlDRKo,0.541,0.485,8,-6.85,1,0.031,0.558,0,0.12,0.369,136.956,223840,4,13.32051229,0.06515305
4VrWlk8IQxevMvERoX08iC,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,216120,5,7.098544731,0.058335669
3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4,11.09041501,0.028008638
4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,4,11.66266587,0.052360507
7wDpMiQUBQkVIdwETkZHVy,0.739,0.724,3,-3.761,0,0.168,0.2,0.000257,0.109,0.509,164.006,209423,4,9.805622314,0.011390979
466s1BacUmiRdR3ISvNjyx,0.703,0.747,0,-4.446,0,0.0895,0.283,0,0.396,0.7,149.974,199320,4,16.28316405,0.0282957
4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4,16.10592826,0.015716408
1BltsyC5W3SAABdxyrDXwi,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45E-05,0.0895,0.521,121.985,255632,4,13.98029649,0.023577705
7kqcudBGM74MXVoYMaoWkC,0.845,0.506,1,-5.971,1,0.0409,0.0228,1.03E-06,0.0879,0.647,99.051,264947,4,19.02282031,0.021689791
4dL1HwRWQgWK9timX9PLex,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59E-05,0.0829,0.348,110.003,209160,4,12.76521294,0.053124221
6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4,15.27226095,0.049487466
12KUFSHFgT0XCoiSlvdQi4,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35E-05,0.204,0.284,129.956,214840,4,12.09634059,0.033853278
2sLwPnIP3CUVmIuHranJZU,0.697,0.621,9,-6.886,0,0.25,0.0802,0,0.162,0.721,81.946,193296,4,12.46215755,0.021170792
0xMd5bcWTbyXS7wPrBtZA6,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,231212,4,8.568200089,0.052540212
3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,227833,4,13.48718496,0.037933151
1eN27pPLzE59zuFbY8SsiT,0.859,0.538,2,-5.207,1,0.0699,0.527,1.14E-06,0.137,0.333,98.031,268453,4,9.60347396,0.019228582
1JmPASoql4lnXimD5ICqRP,0.594,0.729,2,-5.774,1,0.0626,0.271,0,0.383,0.459,86.032,266294,4,8.399195969,0.0199468
6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175427,4,11.1128092,0.033459369
2TR7A4ulH9R1PNwMyd8o8U,0.555,0.931,8,-2.969,1,0.0367,0.016,0,0.405,0.723,132.085,220907,4,10.86199797,0.031791584
0FDzzruyVECATHXKHFs9eJ,0.551,0.636,6,-7.125,1,0.0281,0.00713,0.00203,0.217,0.153,124.996,268467,4,13.95710351,0.042704254
1huvTbEYtgltjQRXzrNKGi,0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,219840,4,9.718045041,0.027063477
5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0,-4.862,1,0.258,0.555,0,0.097,0.638,82.142,217419,4,11.18952158,0.058960857
2bL2gyO6kBdLkNSkxXNh6x,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013,4,15.10474264,0.023280538
4RXpgGM7A4Hg7cFBoH5KyF,0.537,0.777,7,-4.829,0,0.0473,0.0279,6.12E-05,0.0838,0.427,124.943,255093,4,8.491515752,0.050376928
32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,269667,4,12.74402245,0.016203937
2bJvI42r8EF3wxjOuDav4r,0.72,0.802,1,-5.797,1,0.0582,0.0921,0,0.694,0.723,124.043,229360,4,18.24763755,0.01760906
5kcE7pp02ezLZaUbbMv3Iq,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.26E-06,0.0241,0.591,125.054,205640,4,15.58747136,0.078961236
0HFx7PLqzGxSfN59j3UHmR,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719,4,8.768582531,0.025175936
2XPc8gL9PwxGURQFcFaDJR,0.777,0.663,4,-6.117,1,0.0305,0.146,1.52E-05,0.174,0.614,118.016,181827,4,12.92154559,0.022044313
4KcVVhAaHxqtX2ANt4b3tc,0.713,0.79,7,-4.602,0,0.0574,0.00339,0.000868,0.485,0.308,98.011,176561,4,11.06614916,0.013712808
6FXNfYIY6iEeCKuIeSYWgg,0.705,0.758,9,-5.482,0,0.0506,0.142,0,0.109,0.569,107.965,215613,4,11.96742114,0.048960403
4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4,12.70465965,0.043314653
4orphgwPHHRsdEkfUmANSD,0.753,0.796,9,-6.406,1,0.0576,0.0378,0,0.331,0.605,122.025,199263,4,14.63951227,0.015178727
66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21E-06,0.0789,0.197,139.432,250286,4,15.13391912,0.047706028
34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,11.57444213,0.094329069
5b2bu6yyATC1zMXDGScJ2d,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,192560,4,10.1578146,0.024036096
6nRwc5GgNvBMkKaynhQzrm,0.841,0.571,5,-8.066,0,0.102,0.65,0.00033,0.0895,0.772,125.032,207547,4,13.16829146,0.072762841
70OTIpw8x8UXUsuCHW9i1i,0.723,0.711,0,-5.576,0,0.0378,0.0997,0,0.0528,0.606,138.098,192107,4,13.36494543,0.039734056
0sQLhT32E9ZG2zn5iYR6nN,0.508,0.677,1,-5.696,1,0.0656,0.328,0,0.0491,0.575,121.928,227280,5,11.74256983,0.028265706
2wA4C7X7O9hMjuemyHwLgd,0.696,0.694,0,-6.631,1,0.0534,0.269,4.36E-06,0.0862,0.736,154.941,213445,4,11.90696387,0.039059337
7jv4Mb21bdd9SDVOm9Fm9l,0.669,0.592,11,-3.968,0,0.0312,0.0213,0,0.124,0.447,98.065,229013,4,13.19830316,0.04402089
3zkWCteF82vJwv0hRLba76,0.746,0.754,1,-6.681,1,0.067,0.0152,0,0.0486,0.764,149.882,206880,4,11.95759999,0.021507209
0fgZUSa7D7aVvv3GfO0A1n,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,226581,4,13.14848156,0.011185052
3ACnarSkTKiOTj4rsnFkgf,0.674,0.772,0,-3.685,0,0.0396,0.0864,0,0.308,0.402,100.039,200787,4,14.84883833,0.02808643
4warTLme4XYBTlDCKV0Hr6,0.66,0.822,1,-6.118,0,0.0489,0.0388,0,0.114,0.294,108.979,227423,4,18.68246453,0.029298371
2mCF8L0brIs88eH6Kf2h9p,0.56,0.592,9,-6.951,1,0.0544,0.455,0,0.297,0.564,112.684,212424,4,11.33333645,0.054791561
7aftSOGSOpSoIlVAQVBb71,0.579,0.776,8,-5.365,1,0.173,0.0749,0,0.239,0.434,136.044,229880,4,12.94647804,0.029555923
7E390nZTMqEbrNC1TmHd42,0.538,0.818,1,-6.147,0,0.0586,0.0879,1.39E-06,0.0971,0.198,127.101,244907,4,16.89518121,0.041071016
7gBj0VgcuAgkXkiRRYvSmK,0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027,239465,4,11.63827296,0.020288544
0KMYgSe9JWHloFeEVBU6qq,0.755,0.686,0,-6.106,0,0.0869,0.0174,0,0.11,0.386,111.977,252142,4,16.68011666,0.018787555
19RevBdb9MKUaBIvxSbGd4,0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62E-06,0.145,0.366,129.998,239999,4,13.48233222,0.026634906
33tC5va4jMyt2B5Z1varQh,0.669,0.747,6,-7.108,1,0.0428,0.141,0,0.185,0.483,122.531,242440,4,16.19899337,0.038183725
6Xs7OKt6i0Ddq8B4M5Dgvr,0.339,0.707,0,-5.121,0,0.0428,0.0113,0,0.337,0.359,173.993,183808,4,14.49477862,0.10369312
0HMjXBAZmSYOTTi33WpMso,0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704,187427,4,13.49282805,0.048862647
32lmL4vQAAotg6MrJnhlQZ,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,219320,4,8.27309978,0.026246297
3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4,11.5228203,0.027997192
50kpGaPAhYJ3sGmk6vplg0,0.607,0.376,4,-9.954,1,0.453,0.856,0,0.285,0.545,102.541,233720,4,8.467792669,0.039906076
7HzCxalzzYQOFb9a7Xs3j6,0.678,0.783,7,-4.672,0,0.0828,0.0331,1.51E-05,0.134,0.679,102,198760,4,13.21712726,0.111053369
6Knv6wdA0luoMUuuoYi2i1,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,192191,4,13.42778249,0.018516938
0IKK48xF4eEdfofyaeKWWO,0.588,0.702,11,-4.271,1,0.0496,0.104,0,0.089,0.429,124.909,203686,4,14.5710601,0.026270597
0azC730Exh71aQlOt9Zj3y,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160,4,13.14825434,0.031663738
275a9yzwGB6ncAW4SxY7q3,0.72,0.748,10,-5.522,0,0.393,0.0235,0,0.369,0.246,145.22,247867,4,9.963226662,0.026688768
1MtUq6Wp1eQ8PC6BbPCj8P,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68E-06,0.0843,0.69,101.965,197933,4,13.07229969,0.087670479
0SJPThTy7ynySPF4euczx7,0.803,0.631,8,-4.213,1,0.0444,0.102,7.39E-06,0.0858,0.659,104.999,216575,4,11.97051033,0.030143908
1i1fxkWeaMmKEB4T7zqbzK,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4,10.40388451,0.030806256
0gb1J5UrTpzaU1s3nupgCd,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127,4,13.52569252,0.038233278
7fJtPlEZKxu6gvkfBFc5tW,0.804,0.65,7,-7.79,1,0.118,0.0606,7.05E-05,0.102,0.397,117.984,263373,4,10.9587931,0.013682421
42ftjU4cTN5UTRksyqBKZJ,0.771,0.76,4,-5.459,0,0.0514,0.147,0,0.053,0.881,119,218440,4,18.39561978,0.033780916
4tRLfSHpbjlIjV97RPWr9Y,0.51,0.692,0,-5.825,1,0.171,0.00451,0,0.138,0.209,102.42,228361,4,13.11773843,0.020914192
5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,237300,4,13.39941192,0.018534562
1brwdYwjltrJo7WHpIvbYt,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.20E-06,0.111,0.166,90.011,212627,4,12.36734542,0.114122129
3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202333,4,13.52657074,0.01669094
40YcuQysJ0KlGQTeGUosTC,0.757,0.672,0,-6.524,0,0.0955,0.0186,0,0.158,0.382,111.996,251467,4,16.58199313,0.016307025
7l94dyN2hX9c6wWcZQuOGJ,0.662,0.602,4,-5.369,0,0.0401,0.0529,0,0.356,0.29,133.969,235947,3,12.83783808,0.073358871
4CpKEkdGbOJV51cSvx7SoG,0.747,0.477,10,-11.062,0,0.276,0.0962,0,0.114,0.321,93.44,245227,4,13.57706684,0.015779393
0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,202747,4,14.20709392,0.025503771
3eR23VReFzcdmS7TYCrhCe,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,4,12.14594812,0.030915908
2LbbLV26X7K1kLzI7xXFE2,0.643,0.624,6,-5.437,0,0.0923,0.224,0,0.14,0.39,124.075,234240,4,13.47175894,0.040128473
6WLS56xiRrXjSm9RSdL3zD,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,213428,4,12.79535894,0.024525913
5YHR8wBR5jXfGtP766NiAT,0.503,0.843,10,-4.991,0,0.316,0.0487,0,0.344,0.778,128.63,203105,4,13.64743604,0.027021582
6cREm4bV7V79Yxdilx9HDo,0.786,0.687,0,-5.914,1,0.141,0.00758,0,0.619,0.345,105.021,215160,4,13.73183542,0.018424708
3ge54HUrk1ht3EX5SMhIzZ,0.471,0.802,1,-3.599,0,0.27,0.0125,1.45E-06,0.702,0.653,88.615,213507,4,13.26032316,0.017499798
1OAYKfE0YdrN7C1yLWaLJo,0.904,0.62,2,-8.124,1,0.0595,0.00343,0.000249,0.0504,0.515,134.969,267067,4,15.71906601,0.026140789
2meEiZKWkiN28gITzFwQo5,0.623,0.734,9,-5.95,1,0.107,0.0162,1.90E-06,0.145,0.372,107.853,244453,4,15.12987101,0.050180802
4tCtwWceOPWzenK2HAIJSb,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,214480,4,12.02998136,0.021662261
4CGGIk81BvfCZiscwFP6t0,0.503,0.692,0,-5.836,1,0.202,0.00453,0,0.133,0.208,102.604,228361,4,13.11773843,0.020914192
0r4SsYcwvd8URat6AS2m6f,0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022,201122,4,12.66722497,0.012819519
1QNoKVgA758HFLu3TW2q7R,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87E-05,0.0973,0.398,120.012,217907,4,15.48883867,0.02638066
1Tt4sE4pXi57mTD1GCzsqm,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,191600,4,13.85565552,0.032274888
1Bqxj0aH5KewYHKUg1IdrF,0.586,0.525,0,-8.968,1,0.498,0.0705,0,0.0729,0.491,126.51,222467,4,10.72014842,0.035437923
61uyGDPJ06MkxJtHgPmuyO,0.617,0.8,4,-5.024,0,0.0654,0.147,0,0.0852,0.42,94.985,208120,4,13.96078774,0.028074543
0qRZ9ydGdzeVk3S01pLGoJ,0.687,0.645,1,-8.38,1,0.19,0.0362,0,0.201,0.619,84.925,218480,4,13.94491914,0.030179585
7K5dzhGda2vRTaAWYI3hrb,0.632,0.701,7,-5.921,1,0.146,0.0114,0,0.108,0.497,162.958,215414,4,12.42917894,0.019270819
0B2RttXEiyXsMeQ7mMP3EI,0.603,0.879,5,-4.098,1,0.124,0.0184,0,0.156,0.318,110.125,228253,4,16.15083382,0.031554053
0qy5D3OJre7SPJNMOL9I71,0.886,0.525,8,-7.39,1,0.132,0.236,0,0.057,0.708,145.99,225205,4,11.54497232,0.016356775
4JDZl9nKIAhAhDjw753u4X,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11E-06,0.153,0.498,103.521,183695,4,13.51699662,0.014901287
7nD9nN3jord9wWcfW3Gkcm,0.689,0.791,0,-5.194,0,0.053,0.023,0,0.0526,0.755,95.04,210573,4,12.90185151,0.029006819
2CPqh63wRVscbceKcPxwvv,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81E-06,0.104,0.188,90.037,183414,4,10.25965491,0.079751696
3YlrH4ydAKkxuej6F4Nnkl,0.786,0.69,3,-4.665,1,0.04,0.0865,9.03E-05,0.238,0.485,122.006,195561,4,8.29360246,0.024631817
3cNjgVBKTJ1SvKhunrCdVy,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94E-05,0.294,0.235,84.264,210580,4,12.60167992,0.042154369
3GBlLqIYgB8zWaeWDNJzdh,0.681,0.708,5,-6.019,0,0.0304,0.042,0.14,0.682,0.356,92.993,237760,4,14.13311922,0.028607013
4qqArAiTPueDxIp7cf87h7,0.695,0.672,1,-6.109,0,0.0345,0.014,8.44E-05,0.0756,0.245,104.988,235827,4,15.5943057,0.052278528
1Te8WIfLudxjHTr66BL0JK,0.731,0.822,1,-5.305,1,0.0459,0.394,0,0.288,0.708,118.021,196613,4,12.12466326,0.044971213
378iszndTZAR4dH8kwsLC6,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,224813,4,11.47783925,0.016806174
1mSlftOO1dlDRXAyOE0Sbd,0.448,0.817,10,-4.069,0,0.386,0.128,0,0.105,0.709,83.015,187973,4,12.23412504,0.028639885
6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,195920,4,16.11797662,0.02618333
2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507,4,11.61036978,0.054783096
37FXw5QGFN7uwwsLy8uAc0,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,217707,4,15.13131173,0.013704526
4BHzQ9C00ceJxfG16AlNWb,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16E-06,0.17,0.562,164.023,223080,4,16.44601886,0.024640867
7zsXy7vlHdItvUSH8EwQss,0.602,0.797,6,-5.084,0,0.0534,0.055,0,0.187,0.492,92.928,185360,4,13.42982742,0.031195051
27PmvZoffODNFW2p7ehZTQ,0.464,0.771,8,-4.503,1,0.336,0.0235,0,0.063,0.69,158.777,198237,4,12.70511571,0.017429973
6JV2JOEocMgcZxYSZelKcc,0.667,0.83,0,-5.715,1,0.0749,0.0123,0,0.191,0.701,113.03,236002,4,12.12232323,0.023147356
16Ah4QqH4mgYVXqfC4mdSd,0.539,0.528,11,-8.113,0,0.252,0.0108,0,0.117,0.252,190.169,228640,4,14.91108008,0.040242419
19PJf5HzeiVW0mdk82Swmn,0.526,0.661,7,-3.828,0,0.0333,0.361,0,0.087,0.556,78.132,196960,4,14.01678146,0.108782122
5sv4LTz8qayQYnXlzaxg2x,0.523,0.757,6,-6.772,0,0.138,0.00199,0,0.3,0.375,134.828,273253,4,13.89657397,0.02655781
2bvJM2iIdMlWEG9lk8dxxw,0.712,0.775,7,-5.452,0,0.298,0.0441,0,0.185,0.508,94.928,234988,4,9.989650348,0.022163027
7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4,12.55507392,0.022156522
3XIIOCu6B8PuGq5j61asEM,0.666,0.723,1,-6.164,1,0.268,0.0109,0.00047,0.0507,0.739,192.024,210893,4,8.936836621,0.025850575
6UUSdhj9yqzVum2YDIs3KE,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93E-06,0.14,0.718,95.016,216000,4,14.51150952,0.01435491
1vvNmPOiUuyCbgWmtc6yfm,0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72E-05,0.161,0.536,119.989,219160,4,11.43361819,0.0214449
2IY7eOUDjw2ArKYxKa2jXc,0.682,0.592,7,-7.033,1,0.281,0.169,5.49E-06,0.136,0.5,186.041,230467,4,16.11055123,0.012411597
1pKeFVVUOPjFsOABub0OaV,0.65,0.736,6,-5.84,0,0.229,0.0513,0,0.235,0.612,159.174,226160,4,13.70787553,0.032967287
6m3ZWIXhjoV76syT1j2oE9,0.631,0.661,5,-5.5,0,0.0999,0.227,1.43E-06,0.166,0.698,174.031,178333,4,14.50291233,0.035025104
0FE9t6xYkqWXU2ahLh6D8X,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,4,12.0873463,0.018912481
4Km5HrUvYTaSUfiSGPJeQR,0.927,0.665,11,-5.313,1,0.244,0.061,0,0.123,0.175,127.076,343150,4,5.453483196,0.010049788
2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,253107,4,10.66507068,0.025867734
3NdDpSvN911VPGivFlV5d0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.30E-05,0.325,0.0862,117.973,245200,4,13.73299355,0.027863233
0SGkqnVQo9KPytSri1H6cF,0.77,0.567,2,-5.698,1,0.175,0.105,0,0.125,0.26,81.477,222360,4,6.346020761,0.088480301
15vzANxN8G9wWfwAJLLMCg,0.646,0.644,2,-6.763,1,0.031,0.0243,0,0.0888,0.251,99.999,221520,4,13.63386944,0.060257296
5aAx2yezTd8zXrkmtKl66Z,0.681,0.594,7,-7.028,1,0.282,0.165,3.49E-06,0.134,0.535,186.054,230453,4,16.0951364,0.012397643
0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,4,11.13120074,0.017638784
6NMNgWgEAzde5M8U3lc6FN,0.924,0.543,9,-7.474,0,0.298,0.182,0,0.103,0.736,133.907,207813,4,9.833290545,0.012652315
4RepvCWqsP6zBuzvwYibAS,0.769,0.813,0,-5.9,0,0.143,0.429,0,0.0952,0.567,92.985,269187,4,15.31013628,0.012847054
5ndfVSDyPq90jaIUhNPeby,0.446,0.793,0,-5.365,1,0.156,0.089,0,0.211,0.47,189.891,237915,4,10.23824003,0.031889205
6H2TKJ9KJfcq6MRmw2cF20,0.689,0.692,2,-4.756,1,0.133,0.229,0,0.184,0.285,137.832,239280,4,15.59384252,0.022438364
5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211467,4,10.42028461,0.103628993
3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,220883,4,16.1644752,0.026228472
0SuLAslEMFZAXf0SwY7syi,0.584,0.569,0,-4.259,1,0.166,0.0508,0,0.0924,0.501,89.779,217603,4,14.79889819,0.043103105
0v9Wz8o0BT8DU38R4ddjeH,0.652,0.795,11,-5.192,0,0.174,0.156,0,0.123,0.788,135.018,304607,4,13.02428054,0.023184406
4F7A0DXBrmUAkp32uenhZt,0.572,0.631,1,-8.389,1,0.104,0.188,2.31E-05,0.259,0.219,77.519,249213,4,11.66023831,0.020017695
7yyRTcZmCiyzzJlNzGC9Ol,0.886,0.525,8,-7.39,1,0.131,0.236,0,0.057,0.708,145.99,225205,4,11.54497232,0.016356775
78rIJddV4X0HkNAInEcYde,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041,4,13.46364082,0.015283214
