id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,pitch_var,weight_var
3TJk0aoXM0knrOlgd1fnbx,0.675,0.632,5,-4.542,1,0.0439,0.122,0,0.141,0.704,124.035,202187,4,13.83471093,0.03526472
0fg8CqpjdojMyXLNzM2PaJ,0.803,0.743,1,-3.602,0,0.0681,0.105,2.12E-06,0.099,0.674,108.005,203180,4,15.7910801,0.013578097
6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,4,14.85354217,0.019773558
1dNIEtp7AY3oDAKCGg2XkH,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46E-05,0.174,0.505,102.996,247627,4,13.9895905,0.020713815
5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,251088,4,14.47151904,0.016737795
3EmmCZoqpWOTY1g2GBwJoR,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.50E-06,0.0574,0.374,114.991,198774,4,15.87966294,0.033459276
6gpcs5eMhJwax4mIfKDYQk,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.511,104.066,230813,4,10.54628021,0.031769296
4pdPtRcBmOSQDlJ3Fk945m,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02E-05,0.122,0.142,199.864,205947,4,13.04748845,0.033774154
1yNyoWWWikbLhwIGWjZuDW,0.563,0.775,8,-6.433,1,0.0366,0.00251,0,0.326,0.458,144.945,197793,4,13.40009242,0.157857198
0dA2Mk56wEzDgegdC6R17g,0.679,0.634,5,-5.024,0,0.0654,0.232,0,0.115,0.498,102.013,210091,4,10.78072814,0.027454714
23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707,4,11.64225094,0.037458354
5kRBzRZmZTXVg8okC7SJFZ,0.588,0.742,8,-6.757,1,0.0528,0.0162,3.98E-06,0.653,0.824,125.819,228173,4,13.71146315,0.035876894
2pJZ1v8HezrAoZ0Fhzby92,0.838,0.492,1,-5.69,0,0.038,0.251,0,0.262,0.895,115.092,237333,4,13.90303749,0.031728366
0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,170827,4,12.70376042,0.055710347
6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14E-05,0.14,0.471,135.007,261154,4,12.78912635,0.031313379
5mCPDVBb16L4XQwDdbRUpz,0.804,0.459,11,-11.556,1,0.039,0.304,0.0862,0.11,0.372,111.963,298941,4,13.43686347,0.013011883
05KOgYg8PGeJyyWBPi5ja8,0.617,0.492,10,-7.588,0,0.448,0.0621,0,0.484,0.208,141.953,218674,4,11.96511544,0.018675779
2bjwRfXMk4uRgOD9IBYl9h,0.924,0.444,1,-8.227,1,0.243,0.0143,0,0.26,0.314,136.088,236615,4,9.92110744,0.024371723
3GIlkmoqNZ3FC406hjYWOj,0.913,0.608,10,-6.839,0,0.234,0.0671,0,0.533,0.578,97.063,149569,4,14.24433939,0.011517492
2XlHu0HcujBCkWMdIAvrqt,0.724,0.548,7,-8.062,0,0.0497,0.0521,7.40E-06,0.104,0.392,98.017,216558,4,11.53043136,0.012575075
1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0,-4.581,0,0.0563,0.259,1.60E-05,0.138,0.457,122.863,212459,4,12.69029249,0.027481309
000xQL6tZNLJzIrtIgxqSl,0.748,0.627,7,-6.029,1,0.0644,0.131,0,0.0852,0.524,120.963,188491,4,15.5823435,0.049233668
152lZdxL1OR0ZMW6KquMif,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4,12.42631115,0.041532788
36ux3YuUsGTWPT8fXclS45,0.62,0.869,1,-5.252,1,0.175,0.0181,0,0.369,0.76,151.684,229573,4,9.933050617,0.016133735
5CtI0qwDJkDQGwXD1H1cLb,0.694,0.815,2,-4.328,1,0.12,0.229,0,0.0924,0.813,88.931,228827,4,15.16814159,0.016192496
72Q0FQQo32KJloivv5xge2,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,288877,4,10.93717719,0.017785435
3A7qX2QjDlPnazUsRk5y0M,0.548,0.65,8,-5.827,0,0.0591,0.219,0,0.225,0.557,144.937,194897,4,12.39170026,0.037273395
7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,4,12.0873463,0.018912481
1F2HXIJrE2Xn81OzT2zZvW,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233833,4,16.40115361,0.016852216
4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12E-05,0.0848,0.777,100.041,211475,4,15.85275793,0.053046895
7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000,4,5.447973515,0.020477885
6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,216409,4,12.97551927,0.016684784
6EpRaXYhGOB3fj4V2uDkMJ,0.869,0.485,6,-5.595,1,0.0545,0.246,0,0.0765,0.527,106.028,204502,4,13.04303631,0.029689172
4IIUaKqGMElZ3rGtuvYlNc,0.613,0.681,8,-3.089,1,0.0778,0.0287,0,0.126,0.619,97.621,204664,4,10.58748665,0.019076832
79cuOz3SPQTuFrp8WgftAu,0.857,0.8,2,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,199440,4,14.3581942,0.013463263
2eMwDehkIC1j68U6FA3Eiq,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,182707,4,12.6527823,0.012749434
6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160,4,14.10810304,0.020029503
56lBX2WHqfGuoeZxZvUnVj,0.601,0.834,0,-3.78,1,0.0455,0.00502,0.15,0.121,0.249,167.879,187761,4,11.34878635,0.031574434
6jA8HL9i4QGzsj6fjoxp8Y,0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,221904,4,14.59103077,0.032940562
3rOSwuTsUlJp0Pu0MkN8r8,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,5.277461606,0.010968884
3a1lNhkSLSkpJE4MSHpDu9,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220293,4,17.23990058,0.032345473
1sCxVKWImDZSZKvG0U9B23,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,14.1433301,0.018263528
6BaCraQ9xeLYg4Sb9TBT2X,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,223413,4,10.37103385,0.012730766
3Ytr1SUCUi6J3L9dRFx5iH,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64E-06,0.126,0.483,119.041,225850,4,15.22166233,0.018946475
1SJtlNRJDeYHioymcvsqev,0.334,0.617,6,-5.834,0,0.383,0.334,0,0.163,0.603,85.227,216391,4,13.19880379,0.027414775
7hDc8b7IXETo14hHIHdnhd,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,13.43686347,0.013011883
5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,340707,4,9.906187877,0.078683893
7i2DJ88J7jQ8K7zqFX2fW8,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11E-06,0.131,0.447,110.03,214802,4,13.16977815,0.058912235
6HZILIRieu8S0iqY8kIKhj,0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,185947,4,15.49159072,0.007208314
6onLnWywmbSnXDFPVY1mM6,0.633,0.792,1,-6.968,1,0.149,0.185,0.000185,0.152,0.918,175.795,217133,4,12.88334649,0.009920135
2rb5MvYT7ZIxbKW5hfcHx8,0.543,0.677,11,-4.915,0,0.0993,0.0148,6.21E-06,0.13,0.294,103.809,189440,4,13.0559895,0.036472697
2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,209320,4,14.06555696,0.014626971
25C5CowdsfXld2jJanbiex,0.701,0.638,11,-6.889,0,0.238,0.0252,0,0.256,0.868,144.084,203760,4,14.84076266,0.02392949
7F9vK8hNFMml4GtHsaXui6,0.683,0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016,190428,4,11.99523538,0.030364466
4xBjsLUSjcx2h7PcRikpQp,0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953,228893,4,9.332536929,0.027803881
7fBHjuqAIVOdy5xoNxy5YQ,0.669,0.579,5,-6.341,1,0.0468,0.131,0,0.19,0.66,123.979,201159,4,13.76941057,0.029772112
22L7bfCiAkJo5xGSQgmiIO,0.541,0.803,1,-3.284,1,0.0738,0.0796,1.71E-05,0.176,0.221,142.135,299613,4,7.373619745,0.02728868
0GfXd2we2wXxAeHoy5fRsM,0.577,0.687,8,-7.601,1,0.0471,0.0113,4.42E-06,0.112,0.291,124.956,225520,4,15.46692555,0.043151254
5sAlmL7Qp9N9BJTADkwEt9,0.616,0.862,7,-5.18,0,0.0973,0.00117,0,0.179,0.569,127.992,234693,4,14.20936556,0.018376122
0aBKFfdyOD1Ttvgv0cfjjJ,0.551,0.893,7,-2.628,1,0.0543,0.00166,0,0.348,0.794,125.083,219987,4,18.80495431,0.018097592
5MFzQMkrl1FOOng9tq6R9r,0.783,0.623,7,-6.126,1,0.08,0.338,0,0.0975,0.447,100.048,214480,4,10.42350538,0.023314644
4OZEu0Vwq0RB2LAq14v99n,0.611,0.7,9,-5.331,1,0.0436,0.0199,0,0.0549,0.213,104.981,220573,4,12.22954259,0.11751991
6lDo13SSgTv0WbyUQKgnjk,0.736,0.879,9,-3.782,0,0.0696,0.0369,0.000736,0.233,0.757,107.976,166138,4,12.1203148,0.015815249
5ojMDcYCghyRb4JSI7JL0Z,0.727,0.639,4,-4.223,1,0.0781,0.352,0,0.103,0.529,99.955,181880,4,15.01598363,0.039460392
2rizacJSyD9S1IQUxUxnsK,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90,194080,4,18.58545158,0.030301495
4dASQiO1Eoo3RJvt74FtXB,0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,243491,4,11.22774354,0.014444835
46NBoIAHrmR7qcUGCIFEjR,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81E-05,0.0905,0.365,110.169,207273,4,13.13493225,0.0322584
6WhzFzROw3aq3rPWjgYlxr,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,225882,5,15.01276439,0.038850563
6m1Jen5wJ51oSbOXNR4pMw,0.681,0.774,1,-3.167,0,0.0787,0.0992,0,0.35,0.267,102.924,162425,4,11.14174426,0.015984456
5NNlUMcOEOdoOIwwaWXv0k,0.703,0.715,9,-6.285,0,0.114,0.139,0,0.0456,0.497,99.924,234308,4,13.93340084,0.035413804
0Zxswuv5xzIhxDnsKJLq82,0.561,0.674,4,-4.882,0,0.0818,0.118,0,0.111,0.383,148.127,208733,4,12.9102734,0.085146615
6s3GEN8wK0OMzzzZbXj0fu,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68E-06,0.12,0.427,102.034,212647,4,16.22556612,0.048406453
7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,251034,4,12.10871175,0.139511035
42ydLwx4i5V49RXHOozJZq,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,230227,4,9.815813149,0.023189191
15O20RQyWJgKrkHID9ynT9,0.443,0.558,0,-5.436,1,0.0624,0.441,0,0.163,0.248,116.838,233337,4,9.239166696,0.02280415
0ADG9OgdVTL7fgREP75BrZ,0.576,0.782,6,-4.825,0,0.0296,0.00778,0,0.285,0.355,141.153,224031,4,19.28810032,0.022238085
0CNjoQozZP0mB9rKVdrKGx,0.557,0.791,7,-5.771,1,0.138,0.12,0,0.397,0.85,104.908,231813,4,18.48228733,0.02887006
3tJ4y2Zqx6gM9xOAuFfsSF,0.674,0.694,9,-7.076,0,0.109,0.313,7.17E-06,0.0752,0.203,101.993,199179,4,13.73078047,0.044752168
3CJvmtWw2bJsudbAC5uCQk,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44E-06,0.342,0.466,111.016,200680,4,13.41962733,0.021317881
21xJVN5wEbJogczYxfZhqR,0.794,0.647,0,-6.232,1,0.0628,0.158,0,0.139,0.345,145.945,291893,4,14.33261489,0.016838874
46jLy47W8rkf8rEX04gMKB,0.552,0.689,10,-6.444,0,0.0425,0.0915,0,0.27,0.349,99.961,169773,4,15.38382499,0.033468546
3RiPr603aXAoi4GHyXx0uy,0.49,0.743,0,-5.155,0,0.0409,0.255,7.21E-06,0.3,0.363,89.974,258827,4,12.3207077,0.029377746
53Y0kdCa1CZ9gRqEuknfwy,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333,4,12.83654321,0.018372558
6QzJcnl5cvlDHVrx9mhE99,0.885,0.801,11,-4.716,0,0.0882,0.225,1.65E-06,0.0733,0.466,95.011,192376,4,17.65708136,0.036503249
7wahqDDzUPpJy91bVFHUF3,0.828,0.56,0,-6.685,1,0.0327,0.548,3.66E-05,0.15,0.872,122.054,198001,4,13.40801764,0.013181482
6vnDoUOHTiVB5DvX18tJon,0.597,0.531,3,-6.83,0,0.0295,0.0685,3.72E-06,0.0617,0.271,74.938,262521,4,14.8052455,0.044453911
0OwX5aROoW1Iip8FV51Efg,0.756,0.589,0,-5.093,1,0.232,0.0812,0,0.176,0.811,146.928,205593,4,16.64932549,0.021877465
0PAj9Y5kFEzhGeWkockoxv,0.741,0.626,1,-4.826,0,0.0886,0.02,0,0.0828,0.706,108.029,188493,4,13.49024205,0.022080627
0i7bg5CcqyaceKjXaPXywN,0.63,0.735,5,-4.787,0,0.037,0.00516,1.96E-06,0.261,0.217,86.993,193893,4,12.2918777,0.028497551
0YHUITU3w6ws1v8ehT264g,0.774,0.739,0,-4.022,1,0.0952,0.0316,5.95E-06,0.119,0.823,126.002,246240,4,15.4912488,0.022587492
0nhBKubnVz9yFNNprBniWz,0.628,0.737,7,-4.437,1,0.041,0.0625,0,0.0777,0.592,91.507,185194,4,12.26351748,0.061390706
1D3ODoXHBLpdxolZRHWV1j,0.696,0.743,6,-3.838,1,0.0331,0.0778,0,0.0581,0.644,122.978,201254,4,14.98805008,0.050704448
7wGoVu4Dady5GV0Sv4UIsx,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03E-05,0.142,0.119,159.772,218320,4,12.30929136,0.01810418
5UEnHoDYpsxlfzWLZIc7LD,0.757,0.748,8,-5.794,0,0.473,0.17,0,0.0759,0.693,90.052,221013,4,13.56705377,0.010002186
0ofbQMrRDsUaVKq2mGLEAb,0.768,0.517,7,-4.323,0,0.0312,0.186,3.80E-05,0.104,0.418,104.992,216897,4,13.13926529,0.064998308
0bYg9bo50gSsH3LtXe2SQn,0.335,0.625,7,-7.462,1,0.0386,0.164,0,0.0708,0.346,150.277,241107,4,10.92171846,0.03063953
2XW4DbS6NddZxRPm5rMCeY,0.758,0.448,7,-9.441,1,0.103,0.0309,8.67E-05,0.558,0.373,77.176,198960,4,19.39133287,0.013343531
3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,217289,4,15.92279104,0.017912765
76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947,4,12.8118553,0.049765659
4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4,12.96482134,0.032477531
12SJpYZEdj4kzWZ8FPFg4Y,0.715,0.62,5,-5.428,0,0.0507,0.0322,0.0142,0.0881,0.456,96.812,235540,4,12.02977598,0.03869781
5AEtlRudpgdT5FtNiuly6Y,0.659,0.717,8,-4.202,1,0.0581,0.0393,0,0.0769,0.71,103.036,174800,4,13.83383988,0.026378177
09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,4,16.06011199,0.02758096
630sXRhIcfwr2e4RdNtjKN,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,217440,4,15.89045106,0.056788204
1mXVgsBdtIVeCLJnSnmtdV,0.698,0.375,5,-8.279,1,0.0491,0.652,0,0.173,0.534,91.92,201000,4,9.710855289,0.032659802
2xmrfQpmS2iJExTlklLoAL,0.638,0.658,3,-6.318,1,0.0456,0.245,3.77E-06,0.0919,0.33,105.076,205748,4,14.29003659,0.025170004
3hBBKuWJfxlIlnd9QFoC8k,0.795,0.615,5,-5.211,0,0.0671,0.0786,2.98E-06,0.0855,0.393,110.009,199849,4,12.2163689,0.036571761
7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823,4,13.82004763,0.028421031
2xGjteMU3E1tkEPVFBO08U,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4,13.52813104,0.100025195
2DQ1ITjI0YoLFzuADN1ZBW,0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,245387,4,9.012283463,0.038701201
6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4,9.457300275,0.037887181
6ZNo7Vi0TE9ul1fhKd4S1M,0.734,0.667,2,-4.996,1,0.0871,0.092,2.12E-05,0.104,0.165,100.578,211440,4,11.79749466,0.037537217
7dt6x5M1jzdTEt8oCbisTK,0.68,0.563,10,-5.843,1,0.0454,0.354,0,0.136,0.374,145.028,231267,4,12.08038736,0.039836651
1cTZMwcBJT0Ka3UJPXOeeN,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,210926,4,13.65947035,0.055602757
5SxkdsY1ufZzoq9iXceLw9,0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65E-06,0.274,0.366,121.969,205947,4,15.90922042,0.029991403
7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,214847,4,16.70379962,0.048349077
08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,202621,4,13.12387942,0.015227541
58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,15.03367951,0.012411759
10Igtw8bSDyyFs7KIsKngZ,0.755,0.599,8,-5.042,1,0.224,0.147,0,0.109,0.755,133.123,216632,4,10.84644795,0.0311331
2ARqIya5NAuvFVHSN3bL0m,0.748,0.652,7,-3.02,1,0.058,0.208,0,0.128,0.431,106.914,184732,4,16.19516113,0.026794895
45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,201707,4,17.4685247,0.032784358
4qKcDkK6siZ7Jp1Jb4m0aL,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86E-05,0.105,0.595,140.022,181263,4,14.40190183,0.012969969
5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,210773,4,10.0603445,0.024479671
79jX8RM5CgPqDKdGEKNW9K,0.628,0.715,5,-7.097,1,0.0541,0.0524,0,0.119,0.429,139.991,211600,4,14.8806798,0.092246721
7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77E-06,0.451,0.717,142.929,131064,4,11.66455917,0.025773984
7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,163870,4,15.82871431,0.048451817
6mAz8D1TmlTuef90dbNIiZ,0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,175230,4,10.73789002,0.045154933
6RX5iL93VZ5fKmyvNXvF1r,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46E-06,0.167,0.509,175.868,227853,4,11.18864192,0.02082548
3Q4WeJmzxuDpzMu9QjQqbM,0.712,0.647,7,-4.277,1,0.0336,0.239,0,0.0955,0.292,113.116,268120,4,15.44043587,0.037005115
2aIdVb8v9KTpEZnftkz2mD,0.451,0.55,1,-8.137,1,0.262,0.0108,0,0.0737,0.594,80.001,227960,4,7.850996339,0.015813901
0ZUo4YjG4saFnEJhdWp9Bt,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,199947,4,10.64925354,0.090993896
4RCWB3V8V0dignt99LZ8vH,0.657,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.973,232533,4,12.85101752,0.121004152
5qRoxgyvBkvgvOo20wtPhS,0.873,0.869,1,-6.238,1,0.133,0.047,0.000722,0.0463,0.798,116.943,223520,4,11.48050567,0.01839147
11cDEev79fPKi6uJCjUhu8,0.51,0.835,3,-4.673,1,0.0447,0.00791,0,0.219,0.435,140.024,226747,4,13.36313842,0.025348624
4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,190440,4,7.990891632,0.033976609
0rTV5WefWd1J3OwIheTzxM,0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001,197487,4,9.169538509,0.03623826
6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,4,12.05999873,0.0266549
6MWtB6iiXyIwun0YzU6DFP,0.833,0.539,11,-7.399,0,0.178,0.163,2.10E-06,0.101,0.385,99.947,149520,4,12.29962025,0.032623664
7dbka99KTWke5o9hRp0JoB,0.761,0.479,2,-5.574,1,0.0466,0.552,0,0.0704,0.912,89.913,158040,4,12.06742815,0.048817147
3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,4,12.99617555,0.019953992
2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,12.02752678,0.025790931
2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4,10.74521542,0.122700017
5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661,4,14.49790043,0.032428727
2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4,8.588879123,0.027554503
4w8niZpiMy6qz1mntFA5uM,0.841,0.798,1,-4.206,0,0.229,0.153,3.33E-06,0.0618,0.591,95.948,212500,4,7.423689939,0.010915452
116H0KvKr2Zl4RPuVBruDO,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,15.10514,0.016259455
2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4,15.00099687,0.012726433
2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4,12.99300807,0.024178425
3oh6SCCeLuXhFpEyepla6G,0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,129264,4,9.051894967,0.024448437
7FGq80cy8juXBCD2nrqdWU,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,4,14.51186373,0.02368713
0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,4,11.71111126,0.02109518
7fa9MBXhVfQ8P8Df9OEbD8,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,10.68500824,0.021564085
1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,12.43460949,0.013534913
6hzbRKhJHo6cfCHSnNaDS8,0.467,0.41,2,-12.028,1,0.185,0.328,4.28E-05,0.113,0.136,95.931,500960,4,10.99946706,0.099645129
6ol4ZSifr7r3Lb2a9L5ZAB,0.781,0.599,7,-6.501,1,0.0436,0.0109,1.12E-06,0.109,0.608,120.053,193467,4,14.18493333,0.017382488
6DCZcSspjsKoFjzjrWoCd,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,198973,4,13.06,0.035
3ee8Jmje8o58CHK66QrVC,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,13.06,0.035
0e7ipj03S05BNilyu5bRz,0.587,0.535,5,-6.09,0,0.0898,0.117,6.56E-05,0.131,0.14,159.847,218147,4,13.06,0.035
3swc6WTsr7rl9DqQKQA55,0.739,0.559,8,-8.011,1,0.117,0.58,0,0.112,0.439,140.124,221440,4,13.06,0.035
2G7V7zsVDxg1yRsu7Ew9R,0.835,0.626,1,-5.833,1,0.125,0.0589,6.00E-05,0.396,0.35,91.03,217925,4,13.06,0.035
0s3nnoMeVWz3989MkNQiR,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4,13.06,0.035
3CA9pLiwRIGtUBiMjbZmR,0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,210747,4,13.06,0.035
7fa9MBXhVfQ8P8Df9OEbD,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,13.06,0.035
